31102105    Literary 	68.9
36116415	Literary 	71.6
36116419	Literary 	88
36116420	Literary 	93.7
36116421	Literary 	67.4
36116422	Literary 	77.9
36116424	Literary 	81.3
36116425	Literary 	69.4
36116426	Literary 	80
36116427	Literary 	91.5
36116428	Literary 	89
36116429	Literary 	68.9
36116430	Literary 	59.4
36116434	Literary 	82.9
36116435	Literary 	63
36116436	Literary 	70.7
36116437	Literary 	66.5
36116438	Literary 	63
36116439	Literary 	70.7
36116440	Literary 	86.6
36116443	Literary 	80.7
36116445	Literary 	60.6
36116448	Literary 	71.9
36116449	Literary 	79.9
36116454	Literary 	61
36116457	Literary 	64.7
36116458	Literary 	80.4
36116461	Literary 	71.3
36116462	Literary 	66.9
36116465	Literary 	94.4
36116467	Literary 	71.6
36116470	Literary 	78.9
36116471	Literary 	60.3
36116472	Literary 	73.4
36116473	Literary 	76.7
36116474	Literary 	75.1
36116475	Literary 	54.6
36116476	Literary 	83.3
36116477	Literary 	81.1
36116478	Literary 	71.1
36116479	Literary 	78.3
36116484	Literary 	64.9
36116486	Literary 	79.3
36116488	Literary 	73
36116489	Literary 	87.9
36116490	Literary 	88.6
36116491	Literary 	83
36116492	Literary 	71.1
36116493	Literary 	82.6
36116494	Literary 	94.5
36116495	Literary 	89.6
36116496	Literary 	91
36116497	Literary 	58.9
36116498	Literary 	72.3
36116499	Literary 	92.4
36116500	Literary 	76.4
36116501	Literary 	82.6
36116502	Literary 	84.7
36116503	Literary 	66.7
36116504	Literary 	88.6
36116505	Literary 	85.1
36116507	Literary 	83.1
36116510	Literary 	80.9
36116512	Literary 	86
36116514	Literary 	67.7
36116516	Literary 	56.4
36116517	Literary 	79.7
36116518	Literary 	71.6
36116520	Literary 	75.7
36116524	Literary 	78.1
36116527	Literary 	88.1
36116531	Literary 	92.4
36116534	Literary 	68.6
36116535	Literary 	73.1
36116536	Literary 	58.6
36116539	Literary 	65.7
36116540	Literary 	84.3
36116541	Literary 	93.4
36116542	Literary 	79.9
36116549	Literary 	94.1
36116550	Literary 	69
36116554	Literary 	62.1
36116555	Literary 	51.9
36116557	Literary 	66.1
36116558	Literary 	62.3
36116559	Literary 	77.5
36116560	Literary 	95.1
36116561	Literary 	78.6
36116562	Literary 	77.4
36116563	Literary 	93.7
36116564	Literary 	66.3
36116566	Literary 	90.6
36116568	Literary 	88.7
36116570	Literary 	76.6
36116571	Literary 	71.7
36116572	Literary 	63.1
36116573	Literary 	60.9
36116575	Literary 	64
36116578	Literary 	73
36116579	Literary 	65.3
36116580	Literary 	80.6
36116581	Literary 	92
36116584	Literary 	94.1
36116587	Literary 	79.1
36116588	Literary 	61
36116589	Literary 	79.3
36116591	Literary 	83.6
36116592	Literary 	88.3
36116595	Literary 	66.4
36116596	Literary 	55.7
36116598	Literary 	85.6
36116600	Literary 	80.3
36116601	Literary 	68
36116603	Literary 	59.9
36116604	Literary 	61
36116605	Literary 	79.1
36116606	Literary 	58.9
36116607	Literary 	72.1
36116611	Literary 	59.9
36116613	Literary 	77.1
36116614	Literary 	61.9
36116615	Literary 	64.4
36116616	Literary 	83.9
36116617	Literary 	81.6
36116618	Literary 	71
36116619	Literary 	80
36116620	Literary 	76.3
36116621	Literary 	77.3
36116622	Literary 	76.4
36116625	Literary 	85.4
36116626	Literary 	63.1
36116627	Literary 	75.7
36116628	Literary 	69.9
36116629	Literary 	73.6
36116631	Literary 	75.3
36116632	Literary 	57
36116633	Literary 	65.3
36116634	Literary 	70.4
36116636	Literary 	91.9
36116637	Literary 	77.4
36116638	Literary 	64.7
36116639	Literary 	77
36116640	Literary 	83.4
36116641	Literary 	84.1
36116643	Literary 	71.4
36116644	Literary 	91.9
36116645	Literary 	65.9
36116647	Literary 	65.4
36116648	Literary 	88.3
36116649	Literary 	73.9
36116650	Literary 	61.9
36116651	Literary 	74.1
36116652	Literary 	72.7
36116654	Literary 	65.7
36116655	Literary 	79.6
36116657	Literary 	59.3
36116658	Literary 	54.3
36116659	Literary 	70
36116662	Literary 	62
36116663	Literary 	77.3
36116664	Literary 	71.6
36116665	Literary 	97.3
36116666	Literary 	58.6
36116667	Literary 	82.7
36116670	Literary 	64.7
36116671	Literary 	86.3
36116672	Literary 	66.9
36116676	Literary 	74.6
36116677	Literary 	65.7
36116678	Literary 	59
36116680	Literary 	66.6
36116682	Literary 	69.6
36116683	Literary 	90.7
36116685	Literary 	72.7
36116686	Literary 	86.1
36116687	Literary 	71.7
36116688	Literary 	95.9
36116690	Literary 	69.6
36116691	Literary 	63.6
36116692	Literary 	73.6
36116693	Literary 	67.4
36116695	Literary 	66
36116696	Literary 	65.6
36116697	Literary 	86.4
36116698	Literary 	66
36116701	Literary 	68.1
36116702	Literary 	70.7
36116703	Literary 	62.6
36116704	Literary 	69.7
36116705	Literary 	83.3
36116706	Literary 	96
36116708	Literary 	89.1
36116709	Literary 	70.3
36116710	Literary 	78.3
36116711	Literary 	77.3
36116712	Literary 	59.9
36116713	Literary 	57.4
36116715	Literary 	82.3
36116716	Literary 	81
36116717	Literary 	86.6
36116719	Literary 	59.1
36116720	Literary 	76
36116721	Literary 	67.1
36116722	Literary 	59.9
36116725	Literary 	79.4
36116728	Literary 	93.3
36116730	Literary 	88.4
36116731	Literary 	77.4
36116732	Literary 	91.3
36116733	Literary 	54.9
36116735	Literary 	74.1
36116736	Literary 	87.1
36116737	Literary 	82.3
36116738	Literary 	64.6
36116739	Literary 	64.3
36116740	Literary 	87.1
36116741	Literary 	91.7
36116743	Literary 	70.6
36116744	Literary 	74.3
36116746	Literary 	76.3
36116747	Literary 	69.7
36116748	Literary 	82.9
36116749	Literary 	60.9
36116750	Literary 	95.9
36116751	Literary 	81.1
36116752	Literary 	86.4
36116753	Literary 	88.9
36116754	Literary 	68.1
36116756	Literary 	68.7
36116757	Literary 	88.3
36116761	Literary 	74.4
36116762	Literary 	90.4
36116763	Literary 	80.3
36116764	Literary 	73.6
36116765	Literary 	95
36116766	Literary 	83
36116767	Literary 	65.4
36116768	Literary 	89.4
36116769	Literary 	64.1
36116770	Literary 	74.9
36116771	Literary 	60
36116772	Literary 	91.6
36116773	Literary 	63.3
36116774	Literary 	82.3
36116775	Literary 	59.1
36116777	Literary 	73
36116779	Literary 	70.3
36116780	Literary 	75.7
36116783	Literary 	64.1
36116785	Literary 	69.9
36116786	Literary 	60.3
36116787	Literary 	62
36116788	Literary 	77.3
36116790	Literary 	63.6
36116792	Literary 	59.1
36116793	Literary 	68.9
36116794	Literary 	67.1
36116795	Literary 	71.3
36116796	Literary 	86.3
36116798	Literary 	73.7
36116799	Literary 	60.7
36116800	Literary 	66.7
36116801	Literary 	83.9
36116802	Literary 	78.9
36116803	Literary 	88.1
36116805	Literary 	78.9
36116807	Literary 	90
36116808	Literary 	78.9
36116809	Literary 	85.4
36116810	Literary 	76
36116811	Literary 	77.6
36116813	Literary 	68.6
36116815	Literary 	79.9
36116817	Literary 	83.6
36116818	Literary 	65.6
36116819	Literary 	95.7
36116821	Literary 	84.9
36116823	Literary 	65.1
36116824	Literary 	93.7
36116826	Literary 	60.9
36116828	Literary 	81.6
36116830	Literary 	74.3
36116831	Literary 	59.1
36116832	Literary 	78
36116833	Literary 	91.3
36116835	Literary 	61.6
36116836	Literary 	68.3
36116837	Literary 	77.7
36116838	Literary 	90.4
36116839	Literary 	89.9
36116840	Literary 	94
36116841	Literary 	65.3
36116842	Literary 	83.1
36116843	Literary 	71.7
36116844	Literary 	79.3
36116845	Literary 	82.3
36116847	Literary 	85.6
36116848	Literary 	86.9
36116849	Literary 	75.4
36116850	Literary 	82.6
36116852	Literary 	76
36116853	Literary 	82.9
36116854	Literary 	89.6
36116857	Literary 	78.3
36116858	Literary 	95.9
36116860	Literary 	72.9
36116861	Literary 	64.9
36116862	Literary 	96.7
36116864	Literary 	67.7
36116865	Literary 	87.6
36116866	Literary 	93
36116867	Literary 	74.4
36116868	Literary 	90
36116869	Literary 	64
36116871	Literary 	89.3
36116873	Literary 	84.4
36116874	Literary 	64.6
36116875	Literary 	87.1
36116876	Literary 	59.3
36116877	Literary 	86.3
36116879	Literary 	88.9
36116880	Literary 	94.4
36116881	Literary 	76.4
36116882	Literary 	68
36116883	Literary 	91.6
36116884	Literary 	70.1
36116885	Literary 	78.4
36116886	Literary 	84.6
36116887	Literary 	61
36116888	Literary 	71.9
36116889	Literary 	88.1
36116893	Literary 	59
36116894	Literary 	53.1
36116897	Literary 	82.1
36116898	Literary 	57.7
36116900	Literary 	76.7
36116903	Literary 	81
36116904	Literary 	97.4
36116907	Literary 	83.3
36116908	Literary 	93.7
36116910	Literary 	65.9
36116911	Literary 	67.7
36116912	Literary 	89.7
36116914	Literary 	69.9
36116915	Literary 	73.4
36116916	Literary 	57
36116917	Literary 	81.3
36116918	Literary 	67.9
36116919	Literary 	84.4
36116920	Literary 	57.9
36116921	Literary 	68.3
36116922	Literary 	77.7
36116923	Literary 	87
36116924	Literary 	90.9
36116928	Literary 	92.9
36116929	Literary 	89.7
36116930	Literary 	63.9
36116931	Literary 	72.3
36116934	Literary 	82.6
36116935	Literary 	71.6
36116936	Literary 	85.9
36116937	Literary 	79.9
36116939	Literary 	79
36116940	Literary 	59.3
36116941	Literary 	68.6
36116944	Literary 	68.4
36116945	Literary 	64.1
36116946	Literary 	64.4
36116948	Literary 	93.3
36116949	Literary 	95.3
36116950	Literary 	93.7
36116954	Literary 	60.7
36116956	Literary 	91.6
36116957	Literary 	84.9
36116958	Literary 	88.7
36116959	Literary 	54.9
36116960	Literary 	79.9
36116961	Literary 	60.1
36116962	Literary 	82.4
36116963	Literary 	83.1
36116964	Literary 	79.3
36116965	Literary 	96.3
36116967	Literary 	80.1
36116969	Literary 	83.7
36116970	Literary 	73.6
36116971	Literary 	62.9
36116972	Literary 	56.6
36116973	Literary 	68.6
36116975	Literary 	58.3
36116977	Literary 	78.7
36116979	Literary 	67.9
36116980	Literary 	70.6
36116981	Literary 	94.6
36116982	Literary 	64.9
36116984	Literary 	86.4
36116985	Literary 	74
36116986	Literary 	80.1
36116987	Literary 	83.3
36116988	Literary 	87.9
36116989	Literary 	97.7
36116991	Literary 	76.7
36116992	Literary 	67.4
36116995	Literary 	75.6
36116996	Literary 	73.1
36116998	Literary 	89.9
36117000	Literary 	60.7
36117001	Literary 	61.1
36117002	Literary 	86.1
36117003	Literary 	70.6
36117005	Literary 	77.3
36117006	Literary 	68
36117007	Literary 	63.7
36117008	Literary 	65.9
36117009	Literary 	89
36117010	Literary 	85.3
36117011	Literary 	88.7
36117012	Literary 	56.7
36117017	Literary 	87.3
36117018	Literary 	76.7
36117019	Literary 	56.7
36117020	Literary 	67.6
36117021	Literary 	77.6
36117022	Literary 	82.4
36117023	Literary 	56.7
36117024	Literary 	62.1
36117026	Literary 	80.9
36117027	Literary 	83.7
36117028	Literary 	71.7
36117029	Literary 	77.4
36117030	Literary 	63.1
36117031	Literary 	65.6
36117032	Literary 	80
36117033	Literary 	80.9
36117034	Literary 	82.3
36117036	Literary 	70.9
36117039	Literary 	84
36117041	Literary 	85.3
36117042	Literary 	77.1
36117043	Literary 	71.7
36117045	Literary 	68.7
36117047	Literary 	91.7
36117048	Literary 	71.7
36117050	Literary 	85.7
36117051	Literary 	74.9
36117052	Literary 	60
36117053	Literary 	71.7
36117054	Literary 	77.6
36117056	Literary 	80.9
36117057	Literary 	64
36117059	Literary 	81.1
36117060	Literary 	75.1
36117062	Literary 	85.3
36117063	Literary 	76.9
36117065	Literary 	83.9
36117066	Literary 	79.7
36117069	Literary 	77.4
36117070	Literary 	56.6
36117071	Literary 	60.3
36117073	Literary 	78.3
36117074	Literary 	74.3
36117076	Literary 	77.6
36117079	Literary 	67
36117080	Literary 	68.6
36117082	Literary 	81.3
36117083	Literary 	82.9
36117084	Literary 	81.7
36117085	Literary 	78.6
36117086	Literary 	63.9
36117087	Literary 	79.6
36117089	Literary 	57.1
36117090	Literary 	90.9
36117091	Literary 	76.4
36117092	Literary 	62.7
36117093	Literary 	81.1
36117094	Literary 	73.4
36117095	Literary 	55.9
36117096	Literary 	86
36117097	Literary 	61.7
36117098	Literary 	90
36117100	Literary 	84
36117102	Literary 	89.7
36117103	Literary 	77.4
36117104	Literary 	70.7
36117105	Literary 	71.1
36117106	Literary 	80.6
36117108	Literary 	73
36117110	Literary 	79.3
36117111	Literary 	81.3
36117112	Literary 	91.4
36117114	Literary 	75.7
36117115	Literary 	75.9
36117116	Literary 	85.1
36117117	Literary 	68
36117118	Literary 	84.3
36117123	Literary 	65.6
36117124	Literary 	67
36117125	Literary 	85.1
36117127	Literary 	88
36117128	Literary 	84.1
36117131	Literary 	72.3
36117133	Literary 	73.1
36117134	Literary 	87.6
36117135	Literary 	84.1
36117136	Literary 	78.9
36117137	Literary 	58.6
36117139	Literary 	85.1
36117140	Literary 	90.6
36117141	Literary 	67.4
36117142	Literary 	72.6
36117145	Literary 	84.9
36117146	Literary 	79.1
36117147	Literary 	54.6
36117148	Literary 	78
36117149	Literary 	89.7
36117150	Literary 	83.3
36117152	Literary 	80.4
36117153	Literary 	64.3
36117154	Literary 	67.1
36117155	Literary 	55.6
36117156	Literary 	63.4
36117157	Literary 	80.6
36117159	Literary 	73.7
36117160	Literary 	66.4
36117161	Literary 	73.4
36117162	Literary 	75
36117163	Literary 	64.7
36117164	Literary 	67.7
36117165	Literary 	66.9
36117166	Literary 	79.7
36117167	Literary 	69.4
36117168	Literary 	77.9
36117171	Literary 	55.7
36117172	Literary 	93.7
36117173	Literary 	60.6
36117174	Literary 	64.3
36117175	Literary 	62.1
36117176	Literary 	56.7
36117177	Literary 	93.4
36117178	Literary 	82.6
36117179	Literary 	63.6
36117180	Literary 	64
36117181	Literary 	84.9
36117182	Literary 	53.9
36117183	Literary 	80.9
36117184	Literary 	56.4
36117185	Literary 	89.1
36117186	Literary 	58.9
36117187	Literary 	67.7
36117188	Literary 	68.6
36117190	Literary 	75.4
36117193	Literary 	61.3
36117194	Literary 	60.6
36117196	Literary 	56.9
36117199	Literary 	89.3
36117200	Literary 	83.4
36117201	Literary 	89.7
36117203	Literary 	81.6
36117204	Literary 	88.6
36117205	Literary 	58.1
36117207	Literary 	83.9
36117208	Literary 	77.1
36117209	Literary 	80.3
36117210	Literary 	75.6
36117211	Literary 	87.7
36117213	Literary 	66.4
36117215	Literary 	59.6
36117216	Literary 	57
36117218	Literary 	66.6
36117219	Literary 	63.6
36117220	Literary 	72.3
36117222	Literary 	62
36117223	Literary 	61.9
36117225	Literary 	76.9
36117227	Literary 	61.7
36117228	Literary 	68.4
36117229	Literary 	92.1
36117230	Literary 	84.7
36117231	Literary 	68.7
36117234	Literary 	85.1
36117236	Literary 	90.3
36117237	Literary 	93.9
36117238	Literary 	90.3
36117239	Literary 	67.3
36117240	Literary 	58
36117242	Literary 	93.6
36117243	Literary 	94
36117244	Literary 	72.7
36117245	Literary 	60.3
36117246	Literary 	84.1
36117247	Literary 	81.6
36117248	Literary 	58
36117249	Literary 	87.3
36117250	Literary 	64
36117251	Literary 	65.7
36117252	Literary 	69.9
36117253	Literary 	67
36117254	Literary 	77
36117255	Literary 	66.1
36117256	Literary 	60.4
36117257	Literary 	87.6
36117258	Literary 	50.1
36117259	Literary 	83.4
36117260	Literary 	68
36117261	Literary 	55.3
36117263	Literary 	65.4
36117266	Literary 	88.4
36117267	Literary 	73.9
36117270	Literary 	73.7
36117271	Literary 	74.1
36117273	Literary 	85.3
36117275	Literary 	77.7
36117276	Literary 	72.1
36117279	Literary 	56.7
36117282	Literary 	88.3
36117283	Literary 	64.4
36117284	Literary 	77.3
36117285	Literary 	81.7
36117286	Literary 	92.1
36117287	Literary 	76.7
36117288	Literary 	82.4
36117290	Literary 	73
36117291	Literary 	77.1
36117292	Literary 	89.1
36117294	Literary 	74.3
36117295	Literary 	55.1
36117296	Literary 	61.7
36117297	Literary 	81.3
36117299	Literary 	55.9
36117302	Literary 	63.6
36117303	Literary 	92.4
36117304	Literary 	92.1
36117306	Literary 	86.4
36117307	Literary 	86.6
36117308	Literary 	64.9
36117309	Literary 	82.3
36117310	Literary 	78.7
36117312	Literary 	83
36117314	Literary 	78.4
36117315	Literary 	62.6
36117316	Literary 	90.7
36117320	Literary 	68.9
36117322	Literary 	86
36117324	Literary 	79.3
36117325	Literary 	62.6
36117328	Literary 	84.3
36117329	Literary 	58.4
36117330	Literary 	60.7
36117332	Literary 	77.1
36117336	Literary 	65.6
36117337	Literary 	80.4
36117338	Literary 	76.1
36117339	Literary 	69.1
36117340	Literary 	73.3
36117341	Literary 	72.1
36117342	Literary 	73.1
36117343	Literary 	70
36117344	Literary 	82.9
36117345	Literary 	62.7
36117346	Literary 	64.9
36117347	Literary 	70.1
36117349	Literary 	88.7
36117351	Literary 	87.7
36117354	Literary 	61.9
36117355	Literary 	72.7
36117357	Literary 	94.9
36117358	Literary 	88.9
36117359	Literary 	78.7
36117360	Literary 	80.3
36117361	Literary 	61.3
36117362	Literary 	68.4
36117363	Literary 	72.7
36117365	Literary 	68.1
36117366	Literary 	72.9
36117367	Literary 	80.7
36117369	Literary 	73.3
36117370	Literary 	57.9
36117371	Literary 	82.6
36117372	Literary 	63.6
36117373	Literary 	74.4
36117374	Literary 	72
36117375	Literary 	79.7
36117376	Literary 	92
36117377	Literary 	65.3
36117379	Literary 	77.3
36117380	Literary 	58.1
36117381	Literary 	80.6
36117384	Literary 	81.6
36117385	Literary 	96.3
36117386	Literary 	83.6
36117387	Literary 	92.6
36117388	Literary 	63
36117391	Literary 	91.7
36117392	Literary 	60.7
36117394	Literary 	80
36117395	Literary 	81
36117396	Literary 	68.6
36117397	Literary 	53
36117398	Literary 	68.9
36117399	Literary 	76.6
36117400	Literary 	69.7
36117401	Literary 	79.7
36117405	Literary 	93.9
36117407	Literary 	79
36117408	Literary 	71
36117409	Literary 	74.3
36117410	Literary 	63.7
36117411	Literary 	94.4
